lemma,frequency,rank
γκαρνταρόμπας,5,33297
γκομενιάρη,5,33298
γκρέμισμα,5,33299
γκρεμοτσακίζω,5,33300
γλεντιός,5,33301
γλίστω,5,33302
γλουτής,5,33303
γλυκαίνω,5,33304
γλυκατζής,5,33305
γλυκερά,5,33306
γλυκερία,5,33307
γλυκοκοιτώ,5,33308
γλυκοκοιτάς,5,33309
γλύτωνος,5,33310
γνωμοδοτώ,5,33311
γνώσος,5,33312
γόβος,5,33313
γοητώ,5,33314
γοριλός,5,33315
γότθοι,5,33316
γουναρός,5,33317
γουρλωμένος,5,33318
γουστόζικος,5,33319
γουτεμβέργιου,5,33320
γρασίδιο,5,33321
γρατσούνω,5,33322
γραφίτης,5,33323
γράφον,5,33324
γραφτά,5,33325
γρηγόρη,5,33326
γρουσουζέφω,5,33327
γρύλιζη,5,33328
γυμναζώ,5,33329
γύμναση,5,33330
γυμνάσιος,5,33331
γυναικοκατακτητής,5,33332
γυνή,5,33333
γυρνάγω,5,33334
γυρόφερνη,5,33335
δαιμόνιζω,5,33336
δακρύζουσα,5,33337
δαμασκηνός,5,33338
δανάη,5,33339
δανών,5,33340
δαρβίνω,5,33341
δαρβινικός,5,33342
δαρβινισμός,5,33343
δασκαλεύω,5,33344
δασκαλώ,5,33345
δασκάλεψη,5,33346
δασμός,5,33347
δαχτυλιά,5,33348
δεδομένα,5,33349
δειλινά,5,33350
δειλινός,5,33351
δεινό,5,33352
δειπνίζω,5,33353
δείρε,5,33354
δεκατριάχρονο,5,33355
δεμάτιο,5,33356
δεξαμενόπλος,5,33357
δεξιοτέχνης,5,33358
δεοντολογικός,5,33359
δερματίτιδα,5,33360
δερματόδετο,5,33361
δευτέρων,5,33362
δηλητηρίαζη,5,33363
δηλητηρίαδος,5,33364
δηλήτηριο,5,33365
δημαρχιακός,5,33366
δημεύω,5,33367
δήμητρα,5,33368
δημοσία,5,33369
δημόσιεύη,5,33370
διαβαθμίζω,5,33371
διαβιβαστής,5,33372
διαβόπτω,5,33373
διαβρωμένος,5,33374
διάγραφη,5,33375
διαγράπτω,5,33376
διάζωμα,5,33377
διαιρούμαι,5,33378
διαισθανθώ,5,33379
διαισθητικά,5,33380
διάκηρυξη,5,33381
διακρινάζω,5,33382
διαλεξνύω,5,33383
διαλλακτικός,5,33384
διαλύμενο,5,33385
διαλύομαι,5,33386
διαμαντόσκον,5,33387
διανυκτερώ,5,33388
διαπραγματεύσιμμος,5,33389
διάχνω,5,33390
διασπασμένος,5,33391
διασπηταίνω,5,33392
διαστημάνω,5,33393
διαστημάνθρωπος,5,33394
διασωστικά,5,33395
διαθαρώ,5,33396
διατάχω,5,33397
διατηρούσα,5,33398
διατυμπανίζω,5,33399
διαφράγμα,5,33400
διαφυλάσσω,5,33401
διαφυλετικά,5,33402
διαχώριση,5,33403
διαχωριστής,5,33404
δίγαμος,5,33405
διδασκώ,5,33406
διέγραψα,5,33407
διέλυα,5,33408
διέπετω,5,33409
διεπράπτω,5,33410
διερεύνω,5,33411
διευκολύνση,5,33412
διαυρύνω,5,33413
διέφερα,5,33414
δίήγηση,5,33415
διηγούμενος,5,33416
δικαιολογητικός,5,33417
δικτατορικός,5,33418
δίκυκλος,5,33419
διόραμα,5,33420
διοργάνωνη,5,33421
διορύω,5,33422
διορίζμενος,5,33423
διπλάω,5,33424
δίπλευρη,5,33425
διπλοπρόσωπος,5,33426
διπλώω,5,33427
δισέγγονο,5,33428
δισέλιδο,5,33429
διστόμου,5,33430
διυλίζω,5,33431
διυπουργικός,5,33432
διψασμένα,5,33433
δογματικός,5,33434
δοθύς,5,33435
δοκιμαζίζω,5,33436
δόκτορα,5,33437
δολιότητα,5,33438
δολομίτης,5,33439
δομινικανός,5,33440
δονουμαίνω,5,33441
δοξολογώ,5,33442
δουλεμπορικός,5,33443
δούναβης,5,33444
δράσος,5,33445
δρασκελίζω,5,33446
δρέψη,5,33447
δροσιστής,5,33448
δρώμενος,5,33449
δυνάμωνη,5,33450
δυνάμωση,5,33451
δυναμωτικός,5,33452
δυσανάλογο,5,33453
δύσβατος,5,33454
δυσκός,5,33455
δυστυχώ,5,33456
δωδέκα,5,33457
δώριζης,5,33458
δωροδοκεί,5,33459
έβανα,5,33460
εβλάγω,5,33461
εβραίικος,5,33462
εβραιόπουλα,5,33463
εβραιόπουλο,5,33464
έβρεχας,5,33465
εγγεγρίζω,5,33466
εγγλέζα,5,33467
εγγράζω,5,33468
εγγύπτω,5,33469
γδείρνω,5,33470
εγκίζομαι,5,33471
εγκάρδια,5,33472
εγκαρδιότητα,5,33473
εγκαταλελειμμένος,5,33474
εγκληματολογικά,5,33475
εγχέτρημα,5,33476
έγχρωμα,5,33477
εγωκεντρισμός,5,33478
έθαβα,5,33479
εθελοτυφλώ,5,33480
ειδεμή,5,33481
ειδεχθής,5,33482
ειδήμονο,5,33483
ειδικευτής,5,33484
ειδοποιούσας,5,33485
εικονίζω,5,33486
εικόνισμα,5,33487
εικονολήπτης,5,33488
εικονοστάσι,5,33489
εικοσάλεπτο,5,33490
εικοσιένα,5,33491
ειλικρινός,5,33492
εισβάρω,5,33493
εισερχομένος,5,33494
έκαιγας,5,33495
εκατομμυριοστός,5,33496
εκατονταετή,5,33497
εκατονταετηρίδα,5,33498
εκατοστίζω,5,33499
εκδικητικότητα,5,33500
εκδοθής,5,33501
κδώνω,5,33502
εκθειάζω,5,33503
έκθετος,5,33504
εκθρόνιση,5,33505
εκκλησιάζω,5,33506
έκλαβη,5,33507
εκλέπτω,5,33508
εκλιπαρής,5,33509
εκλιπαρούσα,5,33510
έκλυτο,5,33511
εκμεταλλεύτιο,5,33512
εκούσιο,5,33513
εκπίπτω,5,33514
εκπληξούλα,5,33515
εκρός,5,33516
έκρος,5,33517
εκστρατεύω,5,33518
εκτελέστρια,5,33519
εκτενή,5,33520
έκτιη,5,33521
εκτράπω,5,33522
εκτρέψω,5,33523
εκφόβιζη,5,33524
εκφοβισμένος,5,33525
έκφυλη,5,33526
εκφύλιση,5,33527
ελαία,5,33528
ελαφρόμυαλος,5,33529
ελάφρυνη,5,33530
ελεγμένος,5,33531
έλειώνω,5,33532
ελέύθερο,5,33533
ελευθερώτος,5,33534
ελθών,5,33535
ελιτισμός,5,33536
ελιτίστικος,5,33537
έλκη,5,33538
ελκάθρος,5,33539
εμβαδόν,5,33540
εμβάζω,5,33541
εμετική,5,33542
εμπειρογνώμονα,5,33543
εμπεριστώ,5,33544
εμπίπτω,5,33545
εμπέκω,5,33546
εμπλέξω,5,33547
εμπόδιζα,5,33548
εμπρηστικά,5,33549
εμφράγμα,5,33550
εμφυτώ,5,33551
εμψυχώνη,5,33552
εμψυχωτικά,5,33553
ενάγον,5,33554
εναλλάκτης,5,33555
εναπόμεζω,5,33556
ενδεικτικά,5,33557
ενδεκάδα,5,33558
ενδοσκόπιος,5,33559
ενπλαμκώ,5,33560
ενέχεται,5,33561
ενθουσίαση,5,33562
ενθουσιασμένο,5,33563
έννομη,5,33564
ένοιω,5,33565
ένσημα,5,33566
ενστίκτης,5,33567
εντρυφώ,5,33568
εντυπωσιαστήτες,5,33569
εξαγοράσιμος,5,33570
εξαίρετους,5,33571
εξαμηνιαίος,5,33572
εξαπατούσα,5,33573
εξάπλω,5,33574
εξαργύρωνη,5,33575
εξαρτίβω,5,33576
εξαρτιόμαι,5,33577
εξασφάλιζα,5,33578
εξάψαλμος,5,33579
εξελισσόμενος,5,33580
εξερευνά,5,33581
εξεταζόμενος,5,33582
εξευγενισμός,5,33583
εξευτελισμένος,5,33584
εξευτελιστικά,5,33585
εξολόθρω,5,33586
εξόνω,5,33587
εκπλίζω,5,33588
εξορύγω,5,33589
εξουσιοδώ,5,33590
εξυγίανση,5,33591
εξυπηρετητής,5,33592
εξυπηρετού,5,33593
έξυπνων,5,33594
εξύψωση,5,33595
εξωγώ,5,33596
εξωδικαστικά,5,33597
εξωλέμβιο,5,33598
επαγωγικός,5,33599
έπαθλος,5,33600
επαναλειτουργία,5,33601
επανειλημμένος,5,33602
επανέκδοση,5,33603
επανέλεγχο,5,33604
επαρχιωτοπούμαι,5,33605
έπασχη,5,33606
επιμβέπω,5,33607
επεξηγώ,5,33608
επέτειοι,5,33609
επιφυλάζω,5,33610
επηρεαζώ,5,33611
επηρέαση,5,33612
επηρμένος,5,33613
επιβάρλω,5,33614
επιβαρυντικά,5,33615
επιβέβαιο,5,33616
επιβραδυνω,5,33617
επίγραμμα,5,33618
επίδεξιο,5,33619
επιδιορθώνη,5,33620
επιδίωκα,5,33621
επιθεώρω,5,33622
επικείμενο,5,33623
επικήδεια,5,33624
επικηρύζω,5,33625
επικίνδυνη,5,33626
επικονίαση,5,33627
επίκουρος,5,33628
επικριτικά,5,33629
επιλάχω,5,33630
επίλεκτης,5,33631
επιλήψιμο,5,33632
επιλύσιμος,5,33633
επιμελείς,5,33634
επιμήκυνση,5,33635
επινοητικότητα,5,33636
επίπλης,5,33637
επιπλοποιός,5,33638
επισκεπτήρια,5,33639
επισκέφθηκαν,5,33640
επισπέυση,5,33641
επιτάφιο,5,33642
επιτελέας,5,33643
επιτηρέας,5,33644
επιτίθεμενος,5,33645
επιτρεπόμενο,5,33646
επίφυση,5,33647
επομένω,5,33648
έπομαι,5,33649
εποφθαλμίζω,5,33650
επτάμισι,5,33651
επταψήφιο,5,33652
επωφελής,5,33653
έραβα,5,33654
εργατιά,5,33655
εργολάβα,5,33656
εργοστασιάρχης,5,33657
ερεθιστής,5,33658
ερμάριο,5,33659
ερπύστρια,5,33660
ερώτος,5,33661
ερωτεύδω,5,33662
ερωτόλογα,5,33663
εσπεριδοειδή,5,33664
εσωκλείω,5,33665
εσώκω,5,33666
ετερώνυμα,5,33667
ετούτα,5,33668
ευαισθητοποιώ,5,33669
ευέξαπτο,5,33670
εύθυμα,5,33671
εύθυμηση,5,33672
ευκαταφρόνητος,5,33673
ευλογέας,5,33674
ευλογείμαι,5,33675
ευλογητός,5,33676
ευμάρεια,5,33677
ευμετάβλητη,5,33678
ευνούμαι,5,33679
ευνουχισμένος,5,33680
εύπεπτος,5,33681
ευρίσκω,5,33682
εύφάνταστος,5,33683
εύφλεκτο,5,33684
ευχόμευνας,5,33685
ευωδί,5,33686
ευωδιαστό,5,33687
εφαλτήριο,5,33688
εφάμιλλος,5,33689
εφάνω,5,33690
εφημεριδοπώλης,5,33691
έφθανα,5,33692
εφοδιδάζω,5,33693
εφοπλιστής,5,33694
εφτάμισι,5,33695
εφτάψυχος,5,33696
εχέμυθος,5,33697
έχτρο,5,33698
έχυνα,5,33699
ψηναίνω,5,33700
ζάμπλουτος,5,33701
ζερβοκουτάλας,5,33702
ζερνώ,5,33703
ζευγάρωση,5,33704
ζηλανδίας,5,33705
ζηλότυπη,5,33706
ζητίζω,5,33707
ζητιάνεψη,5,33708
ζητωκραυγώ,5,33709
ζολά,5,33710
ζορίζομαι,5,33711
ζοριστής,5,33712
ζούδι,5,33713
ζούπα,5,33714
ζυγοστάθμιση,5,33715
ζωηράδα,5,33716
ζωηρεύω,5,33717
ζώντος,5,33718
ζωοτομία,5,33719
ζωσώ,5,33720
ηγέτιδος,5,33721
ηλεκτροφόρα,5,33722
ηλιόλουστα,5,33723
ήλιων,5,33724
ημιδιαφανός,5,33725
ηπαρίνη,5,33726
ηχογραφημένος,5,33727
ηχομονωμίνω,5,33728
θαδδαίου,5,33729
θάλω,5,33730
θαλαμηπόλος,5,33731
θαλίζω,5,33732
θαλασσινή,5,33733
θάμπωση,5,33734
θανατωθείς,5,33735
θαυμαστικός,5,33736
θάφω,5,33737
θέαση,5,33738
θεμιτά,5,33739
θεόκουφος,5,33740
θεόλογος,5,33741
θεομηνία,5,33742
θεόπνευστος,5,33743
θεότρελα,5,33744
θεράπευα,5,33745
θεραπευθής,5,33746
θεράπος,5,33747
θεριεύω,5,33748
θέριζης,5,33749
θερμώ,5,33750
θερμίτη,5,33751
θερμίτης,5,33752
θερμοκοιτίδα,5,33753
θέτος,5,33754
θηκάρι,5,33755
θήλαζη,5,33756
θημωνιά,5,33757
θηριοδαμαστής,5,33758
θιγμένος,5,33759
θίξη,5,33760
θλίνω,5,33761
πράκη,5,33762
θρασύτατο,5,33763
θρεφτάριο,5,33764
θρονιάζω,5,33765
θύμιζα,5,33766
θυμάμω,5,33767
θύριδα,5,33768
θύτος,5,33769
ιαχή,5,33770
ιδεολόγος,5,33771
ιδιοτελή,5,33772
ιδιοφυέας,5,33773
ιεριχώ,5,33774
ιλαρά,5,33775
ιμπρεσιονισμός,5,33776
ινία,5,33777
ινστιτούτα,5,33778
ιούλιου,5,33779
ιππά,5,33780
ιπποπόταμους,5,33781
ιπποτροφείο,5,33782
ίπτομαι,5,33783
ιρακινού,5,33784
ιρλανδέζικα,5,33785
ισθμός,5,33786
ισοδύναμη,5,33787
ισοδυναμία,5,33788
ισταμίνη,5,33789
ισχυρά,5,33790
ιταλιάνικος,5,33791
καβγατζήδα,5,33792
καγχάζω,5,33793
καδένας,5,33794
καθιγιάζω,5,33795
καθάρσιο,5,33796
καθίσμα,5,33797
καθιστό,5,33798
καθοδώ,5,33799
καθοδικός,5,33800
καθύστερων,5,33801
καινής,5,33802
καινουργίνω,5,33803
καιόμενος,5,33804
κακάδι,5,33805
κακάσχημα,5,33806
κακόβουλος,5,33807
κακομεταχειρώ,5,33808
κακοποίη,5,33809
κακοτράχαλος,5,33810
κάκοτροπος,5,33811
κακότροπη,5,33812
κακότυχη,5,33813
κακοφτιάζω,5,33814
καλιίσθητος,5,33815
καλαμποκάλευρο,5,33816
καλημερίζω,5,33817
καλλιεργεία,5,33818
καλλιτέχνιδος,5,33819
καλόγουστα,5,33820
καλοδέχω,5,33821
καλοσυνάτης,5,33822
καλπάζουσος,5,33823
κάμαρας,5,33824
καμηλιέρηδα,5,33825
καμινέτο,5,33826
καμπυλωτής,5,33827
κανάγιο,5,33828
κανάκευη,5,33829
κανάτι,5,33830
κανιβάλος,5,33831
κάνιστρος,5,33832
κανονιέρης,5,33833
κάνουλος,5,33834
καντίνας,5,33835
καπαρντίνας,5,33836
καπηλειά,5,33837
καπηλεύω,5,33838
καπνιζάζω,5,33839
καπνοπωλείο,5,33840
καραμελέ,5,33841
καραμούζα,5,33842
καραμπινιέρος,5,33843
καράφλης,5,33844
καρδιογράφος,5,33845
καρδιοχτύπιο,5,33846
καρεκίζω,5,33847
καριερίστα,5,33848
καρκινοπαθός,5,33849
καρλομάγνο,5,33850
καρόλου,5,33851
καρποφόρα,5,33852
κάρτελα,5,33853
καρφώνομαι,5,33854
καρφωτής,5,33855
κασετίνα,5,33856
κασσάνδρας,5,33857
κάστης,5,33858
κατάβρεξη,5,33859
καταγγέλια,5,33860
καταδικάζινος,5,33861
καταδύεω,5,33862
καταδυθός,5,33863
καταδάσσω,5,33864
καταδυτικός,5,33865
καθίθειται,5,33866
κατακάζω,5,33867
κατακόμβη,5,33868
κατακόρυφη,5,33869
κατακρεύω,5,33870
κατακριτέας,5,33871
καταλανικά,5,33872
καταληψία,5,33873
κατανικώ,5,33874
κατανώνω,5,33875
καταντός,5,33876
καταπία,5,33877
καθίπιχω,5,33878
καταπιώνω,5,33879
καταπικσμένος,5,33880
κατάπιεστης,5,33881
καταπλακώνω,5,33882
κατάπνιξη,5,33883
καταπονώ,5,33884
καταπραϋντικός,5,33885
κατάπτυστος,5,33886
κατασκοπευτικά,5,33887
κάτασπρο,5,33888
καταστατικός,5,33889
καθιταγώ,5,33890
κατατίθεμαι,5,33891
κατάτρηνος,5,33892
καταψύχω,5,33893
κατέθετα,5,33894
κάτεργο,5,33895
κατεύναση,5,33896
κατευνασμός,5,33897
κατευναστικός,5,33898
κατέφυγα,5,33899
κατοική,5,33900
κατουριώ,5,33901
κατρακυλάνω,5,33902
κατρουλιά,5,33903
κατσαρόλιο,5,33904
κατσούφα,5,33905
καυλιάρη,5,33906
καυστήρας,5,33907
καυτηρίζω,5,33908
καυτηριασμός,5,33909
κασχιομάζω,5,33910
καφενέ,5,33911
καφετζός,5,33912
καφετιά,5,33913
κελτικός,5,33914
κεντραρίζω,5,33915
κένωση,5,33916
κερατοειδής,5,33917
κερνό,5,33918
