surface,lemma,upos
μεσολαβητικούς,μεσολαβητικός,ADJ
μεσοπρόθεσμα,μεσοπρόθεσμα,ADV
μεσόγειο,μεσόγειος,PROPN
μετά,μετά,ADP
μετά,μετά,ADV
μετάβαση,μετάβαση,NOUN
μετάβασης,μετάβαση,NOUN
μετάδοσης,μετάδοση,NOUN
μετάφραση,μετάφραση,NOUN
μετέβαλαν,μεταβάλλω,VERB
μετέβη,μεταβαίνω,VERB
μετέδιδαν,μεταδίδω,VERB
μετέδωσαν,μεταδίδω,VERB
μετέδωσε,μεταδίδω,VERB
μετέτρεψαν,μετατρέπω,VERB
μετέφερε,μεταφέρω,VERB
μετα,μετά,ADP
μεταβάλει,μεταβάλλω,VERB
μεταβάλλει,μεταβάλλω,VERB
μεταβίβαση,μεταβίβαση,NOUN
μεταβαίνουν,μεταβαίνω,VERB
μεταβατική,μεταβατικός,ADJ
μεταβεί,μεταβαίνω,VERB
μεταβιβάσω,μεταβιβάζω,VERB
μεταβιβαστούν,μεταβιβάζω,VERB
μεταβληθεί,μεταβάλλω,VERB
μεταβυζαντινές,μεταβυζαντινός,ADJ
μεταδίδοντας,μεταδίδω,VERB
μεταδίδουν,μεταδίδω,VERB
μετακίνηση,μετακίνηση,NOUN
μετακίνησης,μετακίνηση,NOUN
μετακινήσει,μετακινώ,VERB
μετακινήσεων,μετακίνηση,NOUN
μετακινηθήκαμε,μετακινώ,VERB
μετακινηθούν,μετακινώ,VERB
μεταλλείων,μεταλλείο,NOUN
μεταλλεύματος,μετάλλευμα,NOUN
μετανάστες,μετανάστης,NOUN
μετανάστευση,μετανάστευση,NOUN
μετανάστευσης,μετανάστευση,NOUN
μεταναστευτικό,μεταναστευτικός,ADJ
μεταξά,μεταξάς,PROPN
μεταξύ,μεταξύ,ADP
μεταξύ,μεταξύ,ADV
μεταπολεμικές,μεταπολεμικός,ADJ
μεταπολεμική,μεταπολεμικός,ADJ
μεταρρυθμίσεις,μεταρρύθμιση,NOUN
μεταρρυθμίσεων,μεταρρύθμιση,NOUN
μεταρρυθμίσεών,μεταρρύθμιση,NOUN
μεταρρυθμιστική,μεταρρυθμιστικός,ADJ
μεταρρυθμιστικής,μεταρρυθμιστικός,ADJ
μεταρρυθμιστικό,μεταρρυθμιστικός,ADJ
μεταρρύθμιση,μεταρρύθμιση,NOUN
μεταρρύθμισης,μεταρρύθμιση,NOUN
μεταστροφή,μεταστροφή,NOUN
μετατράπηκε,μετατρέπω,VERB
μετατρέπεται,μετατρέπω,VERB
μετατραπούν,μετατρέπω,VERB
μετατροπή,μετατροπή,NOUN
μεταφέρει,μεταφέρω,VERB
μεταφέρθηκαν,μεταφέρω,VERB
μεταφέρθηκε,μεταφέρω,VERB
μεταφέρονται,μεταφέρω,VERB
μεταφέρουμε,μεταφέρω,VERB
μεταφερθεί,μεταφέρω,VERB
μεταφορά,μεταφορά,NOUN
μεταφοράς,μεταφορά,NOUN
μεταφορές,μεταφορά,NOUN
μεταφορέων,μεταφορέας,NOUN
μεταφορείς,μεταφορέας,NOUN
μεταφορών,μεταφορά,NOUN
μεταχείριση,μεταχείριση,NOUN
μεταχείρισης,μεταχείριση,NOUN
μετείχε,μετέχω,VERB
μετεγκαταστάσεις,μετεγκατάσταση,NOUN
μετεκπαίδευσή,μετεκπαίδευση,NOUN
μετεπιβιβάσεων,μετεπιβίβαση,NOUN
μετεωρολογική,μετεωρολογικός,ADJ
μετζλίς,μετζλίς,PROPN
μετονομάζει,μετονομάζω,VERB
μετονομάστηκε,μετονομάζω,VERB
μετρά,μετρώ,VERB
μετρήθηκε,μετρώ,VERB
μετρήσιμες,μετρήσιμος,ADJ
μετρητού,μετρητής,ADJ
μετρητό,μετρητός,ADJ
μετριασμένη,μετριάζω,ADJ
μετριοπαθείς,μετριοπαθής,ADJ
μετσόβου,μέτσοβο,PROPN
μετωπικά,μετωπικά,ADV
μετώπου,μέτωπο,NOUN
μη,μην,PART
μην,μην,PART
μηνυμάτων,μήνυμα,NOUN
μηνός,μήνας,NOUN
μηνύματα,μήνυμα,NOUN
μηνών,μήνας,NOUN
μηρυκαστικά,μηρυκαστικός,ADJ
μητέρα,μητέρα,NOUN
μητρόπολη,μητρόπολη,NOUN
μηχανή,μηχανή,NOUN
μηχανήματα,μηχάνημα,NOUN
μηχανισμούς,μηχανισμός,NOUN
μηχανοκίνητες,μηχανοκίνητος,ADJ
μια,ένας,DET
μια,ένας,PRON
μιας,ένας,DET
μιας,μιας,SCONJ
μικρά,μικρός,ADJ
μικρές,μικρός,ADJ
μικρή,μικρός,ADJ
μικρασιατικής,μικρασιατικός,ADJ
μικροί,μικρός,ADJ
μικρούς,μικρός,ADJ
μικρό,μικρός,ADJ
μικρότερα,μικρός,ADJ
μικρότερες,μικρός,ADJ
μικρότερου,μικρός,ADJ
μιλάει,μιλώ,VERB
μιλάμε,μιλώ,VERB
μιλήσατε,μιλώ,VERB
μιλήσει,μιλώ,VERB
μιλήσουμε,μιλώ,VERB
μιλήσουν,μιλώ,VERB
μιλήστε,μιλώ,VERB
μιλούν,μιλώ,VERB
μιλώντας,μιλώ,VERB
μιναρέ,μιναρές,NOUN
μισά,μισό,NOUN
μισά,μισός,ADJ
μισή,μισός,ADJ
μισθούς,μισθός,NOUN
μισθών,μισθός,NOUN
μισισιπή,μισισιπή,PROPN
μισισιπή,μισισιπής,PROPN
μισοί,μισός,ADJ
μισουράτα,μισουράτα,PROPN
μισουράτας,μισουράτας,PROPN
μισοχαλασμένο,μισοχαλασμένο,ADJ
μισράτας,μισράτας,PROPN
μισό,μισός,ADJ
μισό,μισός,NOUN
μιχαήλ,μιχαήλ,PROPN
μνημεία,μνημείο,NOUN
μνημείο,μνημείο,NOUN
μνημείων,μνημείο,NOUN
μοίρας,μοίρα,NOUN
μοζαμβίκης,μοζαμβίκη,PROPN
μοιάζει,μοιάζω,VERB
μοιράζονται,μοιράζω,VERB
μοιραστεί,μοιράζω,VERB
μονάδας,μονάδα,NOUN
μονάδες,μονάδα,NOUN
μονάρχης,μονάρχης,NOUN
μονάχα,μονάχα,ADV
μονάχου,μόναχο,PROPN
μονή,μονή,NOUN
μονής,μονή,NOUN
μοναδική,μοναδικός,ADJ
μοναδικής,μοναδικός,ADJ
μοναδικό,μοναδικός,ADJ
μοναδικότητα,μοναδικότητα,NOUN
μοναρχία,μοναρχία,NOUN
μοναστήρι,μοναστήρι,NOUN
μοναστήρι,μοναστήρι,PROPN
μοναστήρια,μοναστήρι,NOUN
μοναστηριακού,μοναστηριακός,ADJ
μοναχή,μονάχος,ADJ
μοναχοί,μοναχός,NOUN
μονομερώς,μονομερώς,ADV
μονοπάτι,μονοπάτι,NOUN
μονοπάτια,μονοπάτι,NOUN
μονοπωλίων,μονοπώλιο,NOUN
μοντέλο,μοντέλο,NOUN
μονότοξα,μονότοξος,ADJ
μοροζίνι,μοροζίνι,PROPN
μορφές,μορφή,NOUN
μορφή,μορφή,NOUN
μορφής,μορφή,NOUN
μορφολογία,μορφολογία,NOUN
μου,εγώ,PRON
μου,μου,PRON
μουγκού,μουγκός,ADJ
μουδανιά,μουδανιά,PROPN
μουσεία,μουσείο,NOUN
μουσείο,μουσείο,NOUN
μουσουλμάνοι,μουσουλμάνος,NOUN
μουσουλμανική,μουσουλμανικός,ADJ
μουσουλμανικό,μουσουλμανικός,ADJ
μοχάμουντ,μοχάμουντ,PROPN
μούρτος,μούρτος,PROPN
μπάιντεν,μπάιντεν,PROPN
μπάλα,μπάλα,NOUN
μπάλας,μπάλα,NOUN
μπάμπα,μπάμπα,PROPN
μπήκε,μπαίνω,VERB
μπαίνει,μπαίνω,VERB
μπαίνουν,μπαίνω,VERB
μπανάνα,μπανάνα,NOUN
μπαρ,μπαρ,NOUN
μπαράκ,μπαράκ,PROPN
μπαρόζο,μπαρόζο,PROPN
μπασάρ,μπασάρ,PROPN
μπαχτσισαράι,μπαχτσισαράι,PROPN
μπενίνιο,μπενίνιο,PROPN
μπιλ,μπιλ,PROPN
μπλέκει,μπλέκω,VERB
μπλε,μπλε,ADJ
μπολσεβίκων,μπολσεβίκα,NOUN
μπολσεβικισμό,μπολσεβικισμός,NOUN
μπολόνια,μπολόνια,PROPN
μπορέσει,μπορώ,VERB
μπορέσετε,μπορώ,VERB
μπορέσουμε,μπορώ,VERB
μπορέσουν,μπορώ,VERB
μπορεί,μπορώ,VERB
μπορείτε,μπορώ,VERB
μπορούμε,μπορώ,VERB
μπορούν,μπορώ,VERB
μπορούσαμε,μπορώ,VERB
μπορούσαν,μπορώ,VERB
μπορούσε,μπορώ,VERB
μπορώ,μπορώ,VERB
μποϊκοτάρει,μποϊκοτάρω,VERB
μπροστά,μπροστά,ADV
μπόρεσαν,μπορώ,VERB
μπόρεσε,μπορώ,VERB
μυθολογία,μυθολογία,NOUN
μυλωνάς,μυλωνάς,NOUN
μυστήρια,μυστήριος,ADJ
μυστήριο,μυστήριο,NOUN
μυστηρίου,μυστήριο,NOUN
μυστηρίου,μυστήριος,ADJ
μυστικοπαθείς,μυστικοπαθής,ADJ
μυστικότητας,μυστικότητα,NOUN
μυστικών,μυστικός,ADJ
μόλις,μόλις,ADV
μόλις,μόλις,SCONJ
μόλυνσης,μόλυνση,NOUN
μόνη,μόνος,ADJ
μόνιμα,μόνιμα,ADV
μόνιμες,μόνιμος,ADJ
μόνιμη,μόνιμος,ADJ
μόνιμο,μόνιμος,ADJ
μόνο,μόνο,ADJ
μόνο,μόνο,ADV
μόνο,μόνος,ADJ
μόνοι,μόνος,ADJ
μόνον,μόνο,ADV
μόρφωση,μόρφωση,NOUN
μόσχα,μόσχα,PROPN
μόσχας,μόσχα,PROPN
μύθος,μύθος,NOUN
μύριζε,μυρίζω,VERB
μώλος,μώλος,PROPN
ν',να,AUX
ν.,ν.,NOUN
νέα,νέος,ADJ
νέας,νέος,ADJ
νέες,νέος,ADJ
νέο,νέος,ADJ
νέοι,νέος,ADJ
νέοι,νέος,NOUN
νέος,νέος,ADJ
νέου,νέος,ADJ
νέου,νέος,ADV
νέους,νέος,ADJ
νέους,νέος,NOUN
νέστο,νέστος,PROPN
νέων,νέος,ADJ
νέων,νέος,NOUN
νέων,νέων,NOUN
νήσος,νήσος,PROPN
νήσων,νήσος,NOUN
νίκες,νίκη,NOUN
νίκη,νίκη,NOUN
νίκησαν,νικώ,VERB
νίκησε,νικώ,VERB
να,να,AUX
ναζιστικά,ναζιστικός,ADJ
ναι,ναι,ADV
ναοί,ναός,NOUN
ναπολέοντα,ναπολέοντας,PROPN
ναπολέων,ναπολέων,PROPN
ναρκωτικά,ναρκωτικός,ADJ
ναρκωτικά,ναρκωτικός,NOUN
ναρκωτικών,ναρκωτικός,ADJ
ναρκωτικών,ναρκωτικός,NOUN
νατοϊκοί,νατοϊκός,ADJ
ναυάρχους,ναύαρχος,NOUN
ναυάρχων,ναύαρχος,NOUN
ναυλοχούσαν,ναυλοχώ,VERB
ναυμαχία,ναυμαχία,NOUN
ναυτικά,ναυτικός,ADJ
ναυτικής,ναυτικός,ADJ
ναυτοπροσκόπων,ναυτοπρόσκοπος,NOUN
ναό,ναός,NOUN
ναός,ναός,NOUN
ναύαρχο,ναύαρχος,NOUN
νεάπολη,νεάπολη,PROPN
νεαρά,νεαρός,ADJ
νεαρές,νεαρός,ADJ
νεαροί,νεαρός,ADJ
νεκροί,νεκρός,ADJ
νεκρομαντείο,νεκρομαντείο,NOUN
νεκροταφείο,νεκροταφείο,NOUN
νεκρούς,νεκρός,NOUN
νεκρόπολης,νεκρόπολη,NOUN
νεκρός,νεκρός,ADJ
νεκρών,νεκρός,ADJ
νεογνά,νεογνό,NOUN
νεογνικής,νεογνικός,ADJ
νεοκλασικά,νεοκλασικός,ADJ
νεολαία,νεολαία,NOUN
νεολαίας,νεολαία,NOUN
νεοναζί,νεοναζί,NOUN
νεοναζιστικής,νεοναζιστικός,ADJ
νεοσχηματισθείσα,νεοσχηματισθείσα,ADJ
νεοσύστατη,νεοσύστατος,ADJ
νερά,νερό,NOUN
νερού,νερό,NOUN
νερό,νερό,ADJ
νερό,νερό,NOUN
νερόλακκοι,νερόλακκος,NOUN
νερόμυλοι,νερόμυλος,NOUN
νετανιάχου,νετανιάχου,PROPN
νευροκοπίου,νευροκόπι,PROPN
νευροκόπι,νευροκόπι,PROPN
νευρολογικής,νευρολογικός,ADJ
νευρώνων,νευρώνας,NOUN
νεόπτωχων,νεόπτωχος,ADJ
νεότατης,νέος,ADJ
νεότερα,νέος,ADJ
νεότερο,νέος,ADJ
νεότουρκων,νεότουρκος,PROPN
νεώτερης,νέος,ADJ
νησάκι,νησάκι,NOUN
νησάκια,νησάκι,NOUN
νησί,νησί,NOUN
νησίδα,νησίδα,NOUN
νησιά,νησί,NOUN
νησιού,νησί,NOUN
νησιών,νησί,NOUN
νικά,νικώ,VERB
νικήθηκε,νικώ,VERB
νικήσιανη,νικήσιανη,PROPN
νικητήριες,νικητήριος,ADJ
νικητής,νικητής,NOUN
νικητριών,νικήτρια,ADJ
νικηφόρα,νικηφόρος,ADJ
νικολά,νικολά,PROPN
νικολάου,νικόλαος,PROPN
νικοτσάρα,νικοτσάρας,PROPN
νικόλαο,νικόλαος,PROPN
νικόλαος,νικόλαος,PROPN
νοέμβριο,νοέμβριος,PROPN
νοεμβρίου,νοέμβριος,PROPN
νομίζει,νομίζω,VERB
νομίζω,νομίζω,VERB
νομίμως,νόμιμα,ADV
νομίσματα,νόμισμα,NOUN
νομίσματος,νόμισμα,NOUN
νομικά,νομικά,ADV
νομικά,νομικός,ADJ
νομικές,νομικός,ADJ
νομική,νομικός,ADJ
νομικής,νομικός,ADJ
νομικό,νομικός,ADJ
νομικών,νομικός,ADJ
νομιμοποιημένης,νομιμοποιώ,VERB
νομιμοποιητική,νομιμοποιητικός,ADJ
νομιμότητα,νομιμότητα,NOUN
νομιμότητας,νομιμότητα,NOUN
νομισματική,νομισματικός,ADJ
νομισματικής,νομισματικός,ADJ
νομισματικό,νομισματικός,ADJ
νομοθεσία,νομοθεσία,NOUN
νομοθεσίας,νομοθεσία,NOUN
νομοθεσιών,νομοθεσία,NOUN
νομοθετικά,νομοθετικός,ADJ
νομοθετικές,νομοθετικός,ADJ
νομοθετική,νομοθετικός,ADJ
νομοθετικής,νομοθετικός,ADJ
νομοθετικό,νομοθετικός,ADJ
νομοθετικών,νομοθετικός,ADJ
νομοθετών,νομοθέτης,NOUN
νομολογία,νομολογία,NOUN
νομοσχέδιο,νομοσχέδιο,NOUN
νομού,νομός,NOUN
νομό,νομός,NOUN
νοοτροπία,νοοτροπία,NOUN
νοοτροπίας,νοοτροπία,NOUN
νορβηγία,νορβηγία,PROPN
νορβηγοί,νορβηγός,NOUN
νοσηλευόταν,νοσηλεύω,VERB
νοσηλεύονται,νοσηλεύω,VERB
νοσογόνων,νοσογόνος,ADJ
νοσοκομεία,νοσοκομείο,NOUN
νοσοκομείο,νοσοκομείο,NOUN
νοτίου,νότιος,ADJ
νοτίων,νότιος,ADJ
νοτιοανατολικά,νοτιοανατολικά,ADJ
νοτιοανατολικές,νοτιοανατολικός,ADJ
νοτιοανατολική,νοτιοανατολικός,ADJ
νοτιοδυτικά,νοτιοδυτικά,ADV
νοτιότερα,νότια,ADV
νους,νους,NOUN
νούρι,νούρι,PROPN
νταχού,νταχού,PROPN
ντελφίν,ντελφίν,PROPN
ντιαογιού,ντιαογιού,PROPN
ντμίτρι,ντμίτρι,PROPN
ντρέπεται,ντρέπομαι,VERB
ντριαν,ντριαν,PROPN
ντροπή,ντροπή,ADJ
ντόπια,ντόπιος,ADJ
ντόπιοι,ντόπιος,ADJ
ντόπιους,ντόπιος,ADJ
νυρεμβέργης,νυρεμβέργη,PROPN
νωρίτερα,νωρίς,ADV
νόημα,νόημα,NOUN
νόμιμης,νόμιμος,ADJ
νόμιμου,νόμιμος,ADJ
νόμισμά,νόμισμα,NOUN
νόμισμα,νόμισμα,NOUN
νόμο,νόμος,NOUN
νόμος,νόμος,NOUN
νόμου,νόμος,NOUN
νόμων,νόμος,NOUN
νόσος,νόσος,NOUN
νόσου,νόσος,NOUN
νότια,νότια,ADV
νότια,νότιος,ADJ
νότια,νότιος,ADV
νότιας,νότιος,ADJ
νότιες,νότιος,ADJ
νότιο,νότιος,ADJ
νότιοδυτικό,νότιοδυτικό,ADJ
νότιος,νότιος,ADJ
νότο,νότος,NOUN
νύκτας,νύχτα,NOUN
νύμφη,νύμφη,NOUN
νύμφωνας,νύμφωνας,PROPN
νύχτα,νύχτα,NOUN
νύχτας,νύχτα,NOUN
ξένες,ξένος,ADJ
ξένο,ξένος,ADJ
ξένους,ξένος,ADJ
ξένων,ξένος,ADJ
ξέραμε,ξέρω,VERB
ξέρει,ξέρω,VERB
ξέρουμε,ξέρω,VERB
ξέρω,ξέρω,VERB
ξέσπασαν,ξεσπώ,VERB
ξέσπασε,ξεσπώ,VERB
ξέσπασμα,ξέσπασμα,NOUN
ξανά,ξανά,ADV
ξαναβάλει,ξαναβάζω,VERB
ξαναγράψει,ξαναγράφω,VERB
